monthly_income,food_monthly_budget,food_remaining,days_left,days_in_month,planned_food_per_day,food_remaining_per_day,tdee,training_frequency,budget_style,convenience_need,vegetarian_day,goal_fat_loss,goal_muscle_gain,goal_maintain,goal_healthy_eating,sleep_quality_score,injury_risk,time_pressure,stress_risk,budget_pressure,high_protein_preference,vegetarian_preference,action,policy_score,label
9000000,3673578.41,2721902.21,1,28,131199.23,2721902.21,2025,5,emotional,0.2988,0,0,0,1,0,0.5,0,0.755,0,0,0,0,home_high_protein,0.57,0
9000000,3673578.41,2721902.21,1,28,131199.23,2721902.21,2025,5,emotional,0.2988,0,0,0,1,0,0.5,0,0.755,0,0,0,0,eat_out_controlled,0.79,1
9000000,3673578.41,2721902.21,1,28,131199.23,2721902.21,2025,5,emotional,0.2988,0,0,0,1,0,0.5,0,0.755,0,0,0,0,meal_prep,0.79,1
9000000,3673578.41,2721902.21,1,28,131199.23,2721902.21,2025,5,emotional,0.2988,0,0,0,1,0,0.5,0,0.755,0,0,0,0,snack_recovery,0.79,1
9000000,3673578.41,2721902.21,1,28,131199.23,2721902.21,2025,5,emotional,0.2988,0,0,0,1,0,0.5,0,0.755,0,0,0,0,vegetarian_meal,0.45,0
9000000,3673578.41,2721902.21,1,28,131199.23,2721902.21,2025,5,emotional,0.2988,0,0,0,1,0,0.5,0,0.755,0,0,0,0,sweet_treat,0.5,0
5000000,2396407.96,1880759.9,20,30,79880.27,94038.0,2435,3,strict,0.6381,0,1,0,0,1,0.92,0,0.426,0,1,1,0,home_high_protein,0.98,1
5000000,2396407.96,1880759.9,20,30,79880.27,94038.0,2435,3,strict,0.6381,0,1,0,0,1,0.92,0,0.426,0,1,1,0,eat_out_controlled,0.02,0
5000000,2396407.96,1880759.9,20,30,79880.27,94038.0,2435,3,strict,0.6381,0,1,0,0,1,0.92,0,0.426,0,1,1,0,meal_prep,0.98,1
5000000,2396407.96,1880759.9,20,30,79880.27,94038.0,2435,3,strict,0.6381,0,1,0,0,1,0.92,0,0.426,0,1,1,0,snack_recovery,0.31,0
5000000,2396407.96,1880759.9,20,30,79880.27,94038.0,2435,3,strict,0.6381,0,1,0,0,1,0.92,0,0.426,0,1,1,0,vegetarian_meal,0.98,1
5000000,2396407.96,1880759.9,20,30,79880.27,94038.0,2435,3,strict,0.6381,0,1,0,0,1,0.92,0,0.426,0,1,1,0,sweet_treat,0.02,0
12000000,4556262.55,2272518.06,4,31,146976.21,568129.52,2917,3,strict,0.6017,0,0,0,0,1,0.25,0,0.618,0,1,0,0,home_high_protein,0.97,1
12000000,4556262.55,2272518.06,4,31,146976.21,568129.52,2917,3,strict,0.6017,0,0,0,0,1,0.25,0,0.618,0,1,0,0,eat_out_controlled,0.15,0
12000000,4556262.55,2272518.06,4,31,146976.21,568129.52,2917,3,strict,0.6017,0,0,0,0,1,0.25,0,0.618,0,1,0,0,meal_prep,0.98,1
12000000,4556262.55,2272518.06,4,31,146976.21,568129.52,2917,3,strict,0.6017,0,0,0,0,1,0.25,0,0.618,0,1,0,0,snack_recovery,0.43,0
12000000,4556262.55,2272518.06,4,31,146976.21,568129.52,2917,3,strict,0.6017,0,0,0,0,1,0.25,0,0.618,0,1,0,0,vegetarian_meal,0.85,1
12000000,4556262.55,2272518.06,4,31,146976.21,568129.52,2917,3,strict,0.6017,0,0,0,0,1,0.25,0,0.618,0,1,0,0,sweet_treat,0.02,0
45000000,14320030.09,7899762.1,28,28,511429.65,282134.36,2223,0,comfort,0.9207,0,0,0,1,0,0.5,0,0.5576,0,0,0,0,home_high_protein,0.09,0
45000000,14320030.09,7899762.1,28,28,511429.65,282134.36,2223,0,comfort,0.9207,0,0,0,1,0,0.5,0,0.5576,0,0,0,0,eat_out_controlled,0.18,0
45000000,14320030.09,7899762.1,28,28,511429.65,282134.36,2223,0,comfort,0.9207,0,0,0,1,0,0.5,0,0.5576,0,0,0,0,meal_prep,0.31,0
45000000,14320030.09,7899762.1,28,28,511429.65,282134.36,2223,0,comfort,0.9207,0,0,0,1,0,0.5,0,0.5576,0,0,0,0,snack_recovery,0.36,0
45000000,14320030.09,7899762.1,28,28,511429.65,282134.36,2223,0,comfort,0.9207,0,0,0,1,0,0.5,0,0.5576,0,0,0,0,vegetarian_meal,0.09,0
45000000,14320030.09,7899762.1,28,28,511429.65,282134.36,2223,0,comfort,0.9207,0,0,0,1,0,0.5,0,0.5576,0,0,0,0,sweet_treat,0.02,0
7000000,3033911.68,2495687.6,28,28,108353.99,89131.7,2016,2,comfort,0.1013,0,0,1,0,1,0.78,0,0.4006,0,1,1,0,home_high_protein,0.98,1
7000000,3033911.68,2495687.6,28,28,108353.99,89131.7,2016,2,comfort,0.1013,0,0,1,0,1,0.78,0,0.4006,0,1,1,0,eat_out_controlled,0.02,0
7000000,3033911.68,2495687.6,28,28,108353.99,89131.7,2016,2,comfort,0.1013,0,0,1,0,1,0.78,0,0.4006,0,1,1,0,meal_prep,0.98,1
7000000,3033911.68,2495687.6,28,28,108353.99,89131.7,2016,2,comfort,0.1013,0,0,1,0,1,0.78,0,0.4006,0,1,1,0,snack_recovery,0.64,1
7000000,3033911.68,2495687.6,28,28,108353.99,89131.7,2016,2,comfort,0.1013,0,0,1,0,1,0.78,0,0.4006,0,1,1,0,vegetarian_meal,0.57,0
7000000,3033911.68,2495687.6,28,28,108353.99,89131.7,2016,2,comfort,0.1013,0,0,1,0,1,0.78,0,0.4006,0,1,1,0,sweet_treat,0.02,0
9000000,4073841.88,1426328.16,23,30,135794.73,62014.27,1956,0,strict,0.7117,0,0,0,1,1,0.5,0,0.8719,0,1,0,0,home_high_protein,0.41,0
9000000,4073841.88,1426328.16,23,30,135794.73,62014.27,1956,0,strict,0.7117,0,0,0,1,1,0.5,0,0.8719,0,1,0,0,eat_out_controlled,0.02,0
9000000,4073841.88,1426328.16,23,30,135794.73,62014.27,1956,0,strict,0.7117,0,0,0,1,1,0.5,0,0.8719,0,1,0,0,meal_prep,0.63,1
9000000,4073841.88,1426328.16,23,30,135794.73,62014.27,1956,0,strict,0.7117,0,0,0,1,1,0.5,0,0.8719,0,1,0,0,snack_recovery,0.02,0
9000000,4073841.88,1426328.16,23,30,135794.73,62014.27,1956,0,strict,0.7117,0,0,0,1,1,0.5,0,0.8719,0,1,0,0,vegetarian_meal,0.41,0
9000000,4073841.88,1426328.16,23,30,135794.73,62014.27,1956,0,strict,0.7117,0,0,0,1,1,0.5,0,0.8719,0,1,0,0,sweet_treat,0.02,0
45000000,17483567.89,12649189.41,8,29,602881.65,1581148.68,2713,1,emotional,0.1861,0,0,0,0,1,0.5,0,0.0847,0,0,0,1,home_high_protein,0.69,1
45000000,17483567.89,12649189.41,8,29,602881.65,1581148.68,2713,1,emotional,0.1861,0,0,0,0,1,0.5,0,0.0847,0,0,0,1,eat_out_controlled,0.53,0
45000000,17483567.89,12649189.41,8,29,602881.65,1581148.68,2713,1,emotional,0.1861,0,0,0,0,1,0.5,0,0.0847,0,0,0,1,meal_prep,0.69,1
45000000,17483567.89,12649189.41,8,29,602881.65,1581148.68,2713,1,emotional,0.1861,0,0,0,0,1,0.5,0,0.0847,0,0,0,1,snack_recovery,0.41,0
45000000,17483567.89,12649189.41,8,29,602881.65,1581148.68,2713,1,emotional,0.1861,0,0,0,0,1,0.5,0,0.0847,0,0,0,1,vegetarian_meal,0.89,1
45000000,17483567.89,12649189.41,8,29,602881.65,1581148.68,2713,1,emotional,0.1861,0,0,0,0,1,0.5,0,0.0847,0,0,0,1,sweet_treat,0.46,0
45000000,19270546.53,2797368.77,23,29,664501.6,121624.73,2589,5,emotional,0.5354,0,0,1,0,0,0.92,0,0.2645,1,0,1,1,home_high_protein,0.53,0
45000000,19270546.53,2797368.77,23,29,664501.6,121624.73,2589,5,emotional,0.5354,0,0,1,0,0,0.92,0,0.2645,1,0,1,1,eat_out_controlled,0.02,0
45000000,19270546.53,2797368.77,23,29,664501.6,121624.73,2589,5,emotional,0.5354,0,0,1,0,0,0.92,0,0.2645,1,0,1,1,meal_prep,0.69,1
45000000,19270546.53,2797368.77,23,29,664501.6,121624.73,2589,5,emotional,0.5354,0,0,1,0,0,0.92,0,0.2645,1,0,1,1,snack_recovery,0.69,1
45000000,19270546.53,2797368.77,23,29,664501.6,121624.73,2589,5,emotional,0.5354,0,0,1,0,0,0.92,0,0.2645,1,0,1,1,vegetarian_meal,0.25,0
45000000,19270546.53,2797368.77,23,29,664501.6,121624.73,2589,5,emotional,0.5354,0,0,1,0,0,0.92,0,0.2645,1,0,1,1,sweet_treat,0.02,0
12000000,4172385.75,1176059.79,2,30,139079.52,588029.9,3022,2,comfort,0.9474,0,0,0,0,1,0.78,0,0.3001,0,0,0,1,home_high_protein,0.57,0
12000000,4172385.75,1176059.79,2,30,139079.52,588029.9,3022,2,comfort,0.9474,0,0,0,0,1,0.78,0,0.3001,0,0,0,1,eat_out_controlled,0.68,1
12000000,4172385.75,1176059.79,2,30,139079.52,588029.9,3022,2,comfort,0.9474,0,0,0,0,1,0.78,0,0.3001,0,0,0,1,meal_prep,0.79,1
12000000,4172385.75,1176059.79,2,30,139079.52,588029.9,3022,2,comfort,0.9474,0,0,0,0,1,0.78,0,0.3001,0,0,0,1,snack_recovery,0.68,1
12000000,4172385.75,1176059.79,2,30,139079.52,588029.9,3022,2,comfort,0.9474,0,0,0,0,1,0.78,0,0.3001,0,0,0,1,vegetarian_meal,0.89,1
12000000,4172385.75,1176059.79,2,30,139079.52,588029.9,3022,2,comfort,0.9474,0,0,0,0,1,0.78,0,0.3001,0,0,0,1,sweet_treat,0.34,0
18000000,8532964.2,658167.88,19,30,284432.14,34640.41,2753,0,strict,0.6139,0,0,0,1,0,0.25,0,0.0302,1,1,0,0,home_high_protein,0.33,0
18000000,8532964.2,658167.88,19,30,284432.14,34640.41,2753,0,strict,0.6139,0,0,0,1,0,0.25,0,0.0302,1,1,0,0,eat_out_controlled,0.02,0
18000000,8532964.2,658167.88,19,30,284432.14,34640.41,2753,0,strict,0.6139,0,0,0,1,0,0.25,0,0.0302,1,1,0,0,meal_prep,0.49,0
18000000,8532964.2,658167.88,19,30,284432.14,34640.41,2753,0,strict,0.6139,0,0,0,1,0,0.25,0,0.0302,1,1,0,0,snack_recovery,0.02,0
18000000,8532964.2,658167.88,19,30,284432.14,34640.41,2753,0,strict,0.6139,0,0,0,1,0,0.25,0,0.0302,1,1,0,0,vegetarian_meal,0.33,0
18000000,8532964.2,658167.88,19,30,284432.14,34640.41,2753,0,strict,0.6139,0,0,0,1,0,0.25,0,0.0302,1,1,0,0,sweet_treat,0.02,0
28000000,8294589.58,5378160.4,14,31,267567.41,384154.31,2066,3,strict,0.1846,0,1,0,0,1,0.15,0,0.0565,0,1,1,0,home_high_protein,0.98,1
28000000,8294589.58,5378160.4,14,31,267567.41,384154.31,2066,3,strict,0.1846,0,1,0,0,1,0.15,0,0.0565,0,1,1,0,eat_out_controlled,0.02,0
28000000,8294589.58,5378160.4,14,31,267567.41,384154.31,2066,3,strict,0.1846,0,1,0,0,1,0.15,0,0.0565,0,1,1,0,meal_prep,0.98,1
28000000,8294589.58,5378160.4,14,31,267567.41,384154.31,2066,3,strict,0.1846,0,1,0,0,1,0.15,0,0.0565,0,1,1,0,snack_recovery,0.39,0
28000000,8294589.58,5378160.4,14,31,267567.41,384154.31,2066,3,strict,0.1846,0,1,0,0,1,0.15,0,0.0565,0,1,1,0,vegetarian_meal,0.93,1
28000000,8294589.58,5378160.4,14,31,267567.41,384154.31,2066,3,strict,0.1846,0,1,0,0,1,0.15,0,0.0565,0,1,1,0,sweet_treat,0.02,0
5000000,1390289.49,413710.53,10,28,49653.2,41371.05,1903,1,emotional,0.1818,0,1,0,0,0,0.92,1,0.2341,0,0,1,0,home_high_protein,0.91,1
5000000,1390289.49,413710.53,10,28,49653.2,41371.05,1903,1,emotional,0.1818,0,1,0,0,0,0.92,1,0.2341,0,0,1,0,eat_out_controlled,0.05,0
5000000,1390289.49,413710.53,10,28,49653.2,41371.05,1903,1,emotional,0.1818,0,1,0,0,0,0.92,1,0.2341,0,0,1,0,meal_prep,0.91,1
5000000,1390289.49,413710.53,10,28,49653.2,41371.05,1903,1,emotional,0.1818,0,1,0,0,0,0.92,1,0.2341,0,0,1,0,snack_recovery,0.45,0
5000000,1390289.49,413710.53,10,28,49653.2,41371.05,1903,1,emotional,0.1818,0,1,0,0,0,0.92,1,0.2341,0,0,1,0,vegetarian_meal,0.45,0
5000000,1390289.49,413710.53,10,28,49653.2,41371.05,1903,1,emotional,0.1818,0,1,0,0,0,0.92,1,0.2341,0,0,1,0,sweet_treat,0.02,0
18000000,8036461.13,4603448.58,26,28,287016.47,177055.71,1754,3,balanced,0.6035,0,0,0,0,1,0.78,0,0.2471,0,0,1,1,home_high_protein,0.57,0
18000000,8036461.13,4603448.58,26,28,287016.47,177055.71,1754,3,balanced,0.6035,0,0,0,0,1,0.78,0,0.2471,0,0,1,1,eat_out_controlled,0.02,0
18000000,8036461.13,4603448.58,26,28,287016.47,177055.71,1754,3,balanced,0.6035,0,0,0,0,1,0.78,0,0.2471,0,0,1,1,meal_prep,0.57,0
18000000,8036461.13,4603448.58,26,28,287016.47,177055.71,1754,3,balanced,0.6035,0,0,0,0,1,0.78,0,0.2471,0,0,1,1,snack_recovery,0.41,0
18000000,8036461.13,4603448.58,26,28,287016.47,177055.71,1754,3,balanced,0.6035,0,0,0,0,1,0.78,0,0.2471,0,0,1,1,vegetarian_meal,0.55,0
18000000,8036461.13,4603448.58,26,28,287016.47,177055.71,1754,3,balanced,0.6035,0,0,0,0,1,0.78,0,0.2471,0,0,1,1,sweet_treat,0.02,0
12000000,5079266.51,2681931.21,30,28,181402.38,89397.71,2618,3,balanced,0.2826,0,0,1,0,1,0.78,1,0.6083,0,0,1,0,home_high_protein,0.89,1
12000000,5079266.51,2681931.21,30,28,181402.38,89397.71,2618,3,balanced,0.2826,0,0,1,0,1,0.78,1,0.6083,0,0,1,0,eat_out_controlled,0.02,0
12000000,5079266.51,2681931.21,30,28,181402.38,89397.71,2618,3,balanced,0.2826,0,0,1,0,1,0.78,1,0.6083,0,0,1,0,meal_prep,0.89,1
12000000,5079266.51,2681931.21,30,28,181402.38,89397.71,2618,3,balanced,0.2826,0,0,1,0,1,0.78,1,0.6083,0,0,1,0,snack_recovery,0.73,1
12000000,5079266.51,2681931.21,30,28,181402.38,89397.71,2618,3,balanced,0.2826,0,0,1,0,1,0.78,1,0.6083,0,0,1,0,vegetarian_meal,0.17,0
12000000,5079266.51,2681931.21,30,28,181402.38,89397.71,2618,3,balanced,0.2826,0,0,1,0,1,0.78,1,0.6083,0,0,1,0,sweet_treat,0.02,0
18000000,7728788.89,6166091.86,7,28,276028.17,880870.27,2644,0,strict,0.9668,0,1,0,0,0,0.78,0,0.537,0,1,1,1,home_high_protein,0.98,1
18000000,7728788.89,6166091.86,7,28,276028.17,880870.27,2644,0,strict,0.9668,0,1,0,0,0,0.78,0,0.537,0,1,1,1,eat_out_controlled,0.11,0
18000000,7728788.89,6166091.86,7,28,276028.17,880870.27,2644,0,strict,0.9668,0,1,0,0,0,0.78,0,0.537,0,1,1,1,meal_prep,0.98,1
18000000,7728788.89,6166091.86,7,28,276028.17,880870.27,2644,0,strict,0.9668,0,1,0,0,0,0.78,0,0.537,0,1,1,1,snack_recovery,0.33,0
18000000,7728788.89,6166091.86,7,28,276028.17,880870.27,2644,0,strict,0.9668,0,1,0,0,0,0.78,0,0.537,0,1,1,1,vegetarian_meal,0.98,1
18000000,7728788.89,6166091.86,7,28,276028.17,880870.27,2644,0,strict,0.9668,0,1,0,0,0,0.78,0,0.537,0,1,1,1,sweet_treat,0.02,0
7000000,3133947.76,2615094.83,23,30,104464.93,113699.78,1581,0,emotional,0.206,0,0,1,1,0,0.5,0,0.7783,1,0,1,0,home_high_protein,0.77,1
7000000,3133947.76,2615094.83,23,30,104464.93,113699.78,1581,0,emotional,0.206,0,0,1,1,0,0.5,0,0.7783,1,0,1,0,eat_out_controlled,0.63,1
7000000,3133947.76,2615094.83,23,30,104464.93,113699.78,1581,0,emotional,0.206,0,0,1,1,0,0.5,0,0.7783,1,0,1,0,meal_prep,0.98,1
7000000,3133947.76,2615094.83,23,30,104464.93,113699.78,1581,0,emotional,0.206,0,0,1,1,0,0.5,0,0.7783,1,0,1,0,snack_recovery,0.98,1
7000000,3133947.76,2615094.83,23,30,104464.93,113699.78,1581,0,emotional,0.206,0,0,1,1,0,0.5,0,0.7783,1,0,1,0,vegetarian_meal,0.29,0
7000000,3133947.76,2615094.83,23,30,104464.93,113699.78,1581,0,emotional,0.206,0,0,1,1,0,0.5,0,0.7783,1,0,1,0,sweet_treat,0.09,0
12000000,4609424.59,4069841.44,23,30,153647.49,176949.63,2963,0,emotional,0.8236,0,0,1,0,1,0.15,0,0.3915,1,0,1,1,home_high_protein,0.85,1
12000000,4609424.59,4069841.44,23,30,153647.49,176949.63,2963,0,emotional,0.8236,0,0,1,0,1,0.15,0,0.3915,1,0,1,1,eat_out_controlled,0.55,0
12000000,4609424.59,4069841.44,23,30,153647.49,176949.63,2963,0,emotional,0.8236,0,0,1,0,1,0.15,0,0.3915,1,0,1,1,meal_prep,0.98,1
12000000,4609424.59,4069841.44,23,30,153647.49,176949.63,2963,0,emotional,0.8236,0,0,1,0,1,0.15,0,0.3915,1,0,1,1,snack_recovery,0.98,1
12000000,4609424.59,4069841.44,23,30,153647.49,176949.63,2963,0,emotional,0.8236,0,0,1,0,1,0.15,0,0.3915,1,0,1,1,vegetarian_meal,0.69,1
12000000,4609424.59,4069841.44,23,30,153647.49,176949.63,2963,0,emotional,0.8236,0,0,1,0,1,0.15,0,0.3915,1,0,1,1,sweet_treat,0.16,0
45000000,14695246.87,13084238.03,6,30,489841.56,2180706.34,2136,2,comfort,0.1085,0,0,0,0,1,0.78,0,0.464,1,0,1,0,home_high_protein,0.81,1
45000000,14695246.87,13084238.03,6,30,489841.56,2180706.34,2136,2,comfort,0.1085,0,0,0,0,1,0.78,0,0.464,1,0,1,0,eat_out_controlled,0.48,0
45000000,14695246.87,13084238.03,6,30,489841.56,2180706.34,2136,2,comfort,0.1085,0,0,0,0,1,0.78,0,0.464,1,0,1,0,meal_prep,0.97,1
45000000,14695246.87,13084238.03,6,30,489841.56,2180706.34,2136,2,comfort,0.1085,0,0,0,0,1,0.78,0,0.464,1,0,1,0,snack_recovery,0.86,1
45000000,14695246.87,13084238.03,6,30,489841.56,2180706.34,2136,2,comfort,0.1085,0,0,0,0,1,0.78,0,0.464,1,0,1,0,vegetarian_meal,0.59,0
45000000,14695246.87,13084238.03,6,30,489841.56,2180706.34,2136,2,comfort,0.1085,0,0,0,0,1,0.78,0,0.464,1,0,1,0,sweet_treat,0.26,0
5000000,1262627.77,884711.22,20,30,42087.59,44235.56,2581,6,balanced,0.7685,0,1,1,0,0,0.5,0,0.2534,1,1,1,0,home_high_protein,0.98,1
5000000,1262627.77,884711.22,20,30,42087.59,44235.56,2581,6,balanced,0.7685,0,1,1,0,0,0.5,0,0.2534,1,1,1,0,eat_out_controlled,0.25,0
5000000,1262627.77,884711.22,20,30,42087.59,44235.56,2581,6,balanced,0.7685,0,1,1,0,0,0.5,0,0.2534,1,1,1,0,meal_prep,0.98,1
5000000,1262627.77,884711.22,20,30,42087.59,44235.56,2581,6,balanced,0.7685,0,1,1,0,0,0.5,0,0.2534,1,1,1,0,snack_recovery,0.98,1
5000000,1262627.77,884711.22,20,30,42087.59,44235.56,2581,6,balanced,0.7685,0,1,1,0,0,0.5,0,0.2534,1,1,1,0,vegetarian_meal,0.67,1
5000000,1262627.77,884711.22,20,30,42087.59,44235.56,2581,6,balanced,0.7685,0,1,1,0,0,0.5,0,0.2534,1,1,1,0,sweet_treat,0.02,0
5000000,1237853.4,328083.3,21,29,42684.6,15623.01,2053,4,comfort,0.5569,0,0,1,0,1,0.92,1,0.7145,0,1,1,0,home_high_protein,0.89,1
5000000,1237853.4,328083.3,21,29,42684.6,15623.01,2053,4,comfort,0.5569,0,0,1,0,1,0.92,1,0.7145,0,1,1,0,eat_out_controlled,0.02,0
5000000,1237853.4,328083.3,21,29,42684.6,15623.01,2053,4,comfort,0.5569,0,0,1,0,1,0.92,1,0.7145,0,1,1,0,meal_prep,0.98,1
5000000,1237853.4,328083.3,21,29,42684.6,15623.01,2053,4,comfort,0.5569,0,0,1,0,1,0.92,1,0.7145,0,1,1,0,snack_recovery,0.7,1
5000000,1237853.4,328083.3,21,29,42684.6,15623.01,2053,4,comfort,0.5569,0,0,1,0,1,0.92,1,0.7145,0,1,1,0,vegetarian_meal,0.17,0
5000000,1237853.4,328083.3,21,29,42684.6,15623.01,2053,4,comfort,0.5569,0,0,1,0,1,0.92,1,0.7145,0,1,1,0,sweet_treat,0.02,0
5000000,1471820.08,221777.01,19,28,52565.0,11672.47,2836,0,strict,0.0198,0,0,0,0,1,0.78,0,0.5685,0,1,0,0,home_high_protein,0.49,0
5000000,1471820.08,221777.01,19,28,52565.0,11672.47,2836,0,strict,0.0198,0,0,0,0,1,0.78,0,0.5685,0,1,0,0,eat_out_controlled,0.02,0
5000000,1471820.08,221777.01,19,28,52565.0,11672.47,2836,0,strict,0.0198,0,0,0,0,1,0.78,0,0.5685,0,1,0,0,meal_prep,0.49,0
5000000,1471820.08,221777.01,19,28,52565.0,11672.47,2836,0,strict,0.0198,0,0,0,0,1,0.78,0,0.5685,0,1,0,0,snack_recovery,0.02,0
5000000,1471820.08,221777.01,19,28,52565.0,11672.47,2836,0,strict,0.0198,0,0,0,0,1,0.78,0,0.5685,0,1,0,0,vegetarian_meal,0.49,0
5000000,1471820.08,221777.01,19,28,52565.0,11672.47,2836,0,strict,0.0198,0,0,0,0,1,0.78,0,0.5685,0,1,0,0,sweet_treat,0.02,0
7000000,2213868.71,1931018.92,29,30,73795.62,66586.86,2345,2,balanced,0.3681,1,0,1,0,0,0.92,0,0.5916,0,0,1,0,home_high_protein,0.81,1
7000000,2213868.71,1931018.92,29,30,73795.62,66586.86,2345,2,balanced,0.3681,1,0,1,0,0,0.92,0,0.5916,0,0,1,0,eat_out_controlled,0.33,0
7000000,2213868.71,1931018.92,29,30,73795.62,66586.86,2345,2,balanced,0.3681,1,0,1,0,0,0.92,0,0.5916,0,0,1,0,meal_prep,0.81,1
7000000,2213868.71,1931018.92,29,30,73795.62,66586.86,2345,2,balanced,0.3681,1,0,1,0,0,0.92,0,0.5916,0,0,1,0,snack_recovery,0.81,1
7000000,2213868.71,1931018.92,29,30,73795.62,66586.86,2345,2,balanced,0.3681,1,0,1,0,0,0.92,0,0.5916,0,0,1,0,vegetarian_meal,0.65,1
7000000,2213868.71,1931018.92,29,30,73795.62,66586.86,2345,2,balanced,0.3681,1,0,1,0,0,0.92,0,0.5916,0,0,1,0,sweet_treat,0.02,0
12000000,3468816.94,2690976.48,11,31,111897.32,244634.23,2714,1,comfort,0.9004,0,0,0,0,1,0.25,0,0.1796,0,0,1,0,home_high_protein,0.73,1
12000000,3468816.94,2690976.48,11,31,111897.32,244634.23,2714,1,comfort,0.9004,0,0,0,0,1,0.25,0,0.1796,0,0,1,0,eat_out_controlled,0.62,1
12000000,3468816.94,2690976.48,11,31,111897.32,244634.23,2714,1,comfort,0.9004,0,0,0,0,1,0.25,0,0.1796,0,0,1,0,meal_prep,0.98,1
12000000,3468816.94,2690976.48,11,31,111897.32,244634.23,2714,1,comfort,0.9004,0,0,0,0,1,0.25,0,0.1796,0,0,1,0,snack_recovery,0.98,1
12000000,3468816.94,2690976.48,11,31,111897.32,244634.23,2714,1,comfort,0.9004,0,0,0,0,1,0.25,0,0.1796,0,0,1,0,vegetarian_meal,0.51,0
12000000,3468816.94,2690976.48,11,31,111897.32,244634.23,2714,1,comfort,0.9004,0,0,0,0,1,0.25,0,0.1796,0,0,1,0,sweet_treat,0.28,0
7000000,2645268.07,2336723.62,30,31,85331.23,77890.79,2916,1,comfort,0.9836,0,0,0,0,1,0.25,0,0.6965,1,0,0,0,home_high_protein,0.45,0
7000000,2645268.07,2336723.62,30,31,85331.23,77890.79,2916,1,comfort,0.9836,0,0,0,0,1,0.25,0,0.6965,1,0,0,0,eat_out_controlled,0.56,0
7000000,2645268.07,2336723.62,30,31,85331.23,77890.79,2916,1,comfort,0.9836,0,0,0,0,1,0.25,0,0.6965,1,0,0,0,meal_prep,0.83,1
7000000,2645268.07,2336723.62,30,31,85331.23,77890.79,2916,1,comfort,0.9836,0,0,0,0,1,0.25,0,0.6965,1,0,0,0,snack_recovery,0.72,1
7000000,2645268.07,2336723.62,30,31,85331.23,77890.79,2916,1,comfort,0.9836,0,0,0,0,1,0.25,0,0.6965,1,0,0,0,vegetarian_meal,0.45,0
7000000,2645268.07,2336723.62,30,31,85331.23,77890.79,2916,1,comfort,0.9836,0,0,0,0,1,0.25,0,0.6965,1,0,0,0,sweet_treat,0.02,0
5000000,1914284.11,1781267.56,26,28,68367.29,68510.29,2990,1,comfort,0.3032,0,1,0,0,1,0.92,0,0.3563,0,0,1,1,home_high_protein,0.87,1
5000000,1914284.11,1781267.56,26,28,68367.29,68510.29,2990,1,comfort,0.3032,0,1,0,0,1,0.92,0,0.3563,0,0,1,1,eat_out_controlled,0.2,0
5000000,1914284.11,1781267.56,26,28,68367.29,68510.29,2990,1,comfort,0.3032,0,1,0,0,1,0.92,0,0.3563,0,0,1,1,meal_prep,0.87,1
5000000,1914284.11,1781267.56,26,28,68367.29,68510.29,2990,1,comfort,0.3032,0,1,0,0,1,0.92,0,0.3563,0,0,1,1,snack_recovery,0.42,0
5000000,1914284.11,1781267.56,26,28,68367.29,68510.29,2990,1,comfort,0.3032,0,1,0,0,1,0.92,0,0.3563,0,0,1,1,vegetarian_meal,0.97,1
5000000,1914284.11,1781267.56,26,28,68367.29,68510.29,2990,1,comfort,0.3032,0,1,0,0,1,0.92,0,0.3563,0,0,1,1,sweet_treat,0.02,0
7000000,3169288.13,2621534.53,4,28,113188.86,655383.63,1590,4,comfort,0.9309,0,1,0,0,0,0.92,0,0.3974,0,0,1,0,home_high_protein,0.95,1
7000000,3169288.13,2621534.53,4,28,113188.86,655383.63,1590,4,comfort,0.9309,0,1,0,0,0,0.92,0,0.3974,0,0,1,0,eat_out_controlled,0.54,0
7000000,3169288.13,2621534.53,4,28,113188.86,655383.63,1590,4,comfort,0.9309,0,1,0,0,0,0.92,0,0.3974,0,0,1,0,meal_prep,0.98,1
7000000,3169288.13,2621534.53,4,28,113188.86,655383.63,1590,4,comfort,0.9309,0,1,0,0,0,0.92,0,0.3974,0,0,1,0,snack_recovery,0.88,1
7000000,3169288.13,2621534.53,4,28,113188.86,655383.63,1590,4,comfort,0.9309,0,1,0,0,0,0.92,0,0.3974,0,0,1,0,vegetarian_meal,0.61,0
7000000,3169288.13,2621534.53,4,28,113188.86,655383.63,1590,4,comfort,0.9309,0,1,0,0,0,0.92,0,0.3974,0,0,1,0,sweet_treat,0.1,0
5000000,2389345.2,427813.34,26,29,82391.21,16454.36,2563,0,emotional,0.9917,0,1,0,0,0,0.15,0,0.2713,1,0,1,0,home_high_protein,0.35,0
5000000,2389345.2,427813.34,26,29,82391.21,16454.36,2563,0,emotional,0.9917,0,1,0,0,0,0.15,0,0.2713,1,0,1,0,eat_out_controlled,0.02,0
5000000,2389345.2,427813.34,26,29,82391.21,16454.36,2563,0,emotional,0.9917,0,1,0,0,0,0.15,0,0.2713,1,0,1,0,meal_prep,0.73,1
5000000,2389345.2,427813.34,26,29,82391.21,16454.36,2563,0,emotional,0.9917,0,1,0,0,0,0.15,0,0.2713,1,0,1,0,snack_recovery,0.39,0
